Tul Code,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Freq
CL-051466,118071.1,118071.1,1,118071.100000000000,118071.100000000000,5,0.33333333333333333333
CL-062204,118065,118065,1,118065.000000000000,118065.000000000000,1,0.33333333333333333333
CL-057281,117935.8,117935.8,2,117935.800000000000,58967.900000000000,2,0.66666666666666666667
CL-009709,117403,117403,2,117403.000000000000,58701.500000000000,2,0.66666666666666666667
CL-036805,117381.09,94181.09,3,94181.090000000000,31393.696666666667,9,1.00000000000000000000
CL-021419,117111.8,117111.8,4,117111.800000000000,29277.950000000000,3,1.3333333333333333
CL-051496,117054,117054,1,117054.000000000000,117054.000000000000,1,0.33333333333333333333
CL-016018,116931.5,116931.5,1,116931.500000000000,116931.500000000000,2,0.33333333333333333333
CL-037661,116906.55,116906.55,2,116906.550000000000,58453.275000000000,3,0.66666666666666666667
CL-023444,116643.04,116643.04,1,116643.040000000000,116643.040000000000,2,0.33333333333333333333
CL-033700,116550,116550,1,116550.000000000000,116550.000000000000,1,0.33333333333333333333
CL-063619,116456.09,95180.84,2,95180.840000000000,47590.420000000000,4,0.66666666666666666667
CL-016434,116385,116385,1,116385.000000000000,116385.000000000000,1,0.33333333333333333333
CL-012647,116371.24,116371.24,2,116371.240000000000,58185.620000000000,3,0.66666666666666666667
CL-037028,115987.45,115987.45,1,115987.450000000000,115987.450000000000,4,0.33333333333333333333
CL-063163,115963.91,115963.91,4,115963.910000000000,28990.977500000000,11,1.3333333333333333
CL-021564,115776,115776,1,115776.000000000000,115776.000000000000,5,0.33333333333333333333
CL-018851,115685.26,115685.26,1,115685.260000000000,115685.260000000000,1,0.33333333333333333333
CL-056265,115280,115280,1,115280.000000000000,115280.000000000000,2,0.33333333333333333333
CL-006749,115158,115158,1,115158.000000000000,115158.000000000000,3,0.33333333333333333333
CL-037117,114672.67,114672.67,6,114672.670000000000,20192.945000000000,8,2.0000000000000000
CL-019789,114655.5,114655.5,1,114655.500000000000,114655.500000000000,3,0.33333333333333333333
CL-050045,114551.63,115954.78,3,115954.780000000000,38651.593333333333,10,1.00000000000000000000
CL-021449,114402,114402,1,114402.000000000000,114402.000000000000,3,0.33333333333333333333
CL-009995,113986.06,109514.86,3,109514.860000000000,36504.953333333333,4,1.00000000000000000000
CL-037226,113841.6,113841.6,1,113841.600000000000,113841.600000000000,5,0.33333333333333333333
CL-065065,113700,113700,1,113700.000000000000,113700.000000000000,1,0.33333333333333333333
CL-045921,113623,106291.17,2,106291.170000000000,53145.585000000000,8,0.66666666666666666667
CL-041034,113445,113445,1,113445.000000000000,113445.000000000000,1,0.33333333333333333333
CL-013184,113445,113445,1,113445.000000000000,113445.000000000000,1,0.33333333333333333333
CL-032613,113445,113445,1,113445.000000000000,113445.000000000000,1,0.33333333333333333333
CL-047822,113440,113440,1,113440.000000000000,113440.000000000000,3,0.33333333333333333333
CL-061563,113395.8,113395.8,1,113395.800000000000,113395.800000000000,3,0.33333333333333333333
CL-011976,112926,112926,1,112926.000000000000,112926.000000000000,1,0.33333333333333333333
CL-045013,112848.9,112848.9,4,112848.900000000000,28212.225000000000,5,1.3333333333333333
CL-004887,112770.97,112770.97,7,112770.970000000000,16110.138571428571,6,2.3333333333333333
CL-007798,112744,112744,2,112744.000000000000,56372.000000000000,2,0.66666666666666666667
CL-065658,112707.49,98615.05,1,98615.050000000000,98615.050000000000,11,0.33333333333333333333
CL-026576,112632.8,112632.8,3,112632.800000000000,37544.266666666667,4,1.00000000000000000000
CL-016520,112390.07,58381.27,1,58381.270000000000,58381.270000000000,4,0.33333333333333333333
CL-055434,112273.12,112273.12,1,112273.120000000000,112273.120000000000,2,0.33333333333333333333
CL-033962,112130.6,112130.6,1,112130.600000000000,112130.600000000000,2,0.33333333333333333333
CL-017302,112117.78,112117.78,3,112117.780000000000,37372.593333333333,4,1.00000000000000000000
CL-013351,111345,111345,1,111345.000000000000,111345.000000000000,1,0.33333333333333333333
CL-052419,111218.4,111218.4,1,111218.400000000000,111218.400000000000,7,0.33333333333333333333
CL-025638,111091.87,301891.27,2,301891.270000000000,150945.635000000000,11,0.66666666666666666667
CL-050768,110684.6,110684.6,1,110684.600000000000,110684.600000000000,5,0.33333333333333333333
CL-025480,110655.47,110655.47,1,110655.470000000000,110655.470000000000,1,0.33333333333333333333
CL-009537,110282.78,100985.52,1,100985.520000000000,100985.520000000000,3,0.33333333333333333333
CL-017189,110193.9,95078.38,1,95078.380000000000,95078.380000000000,7,0.33333333333333333333
CL-000706,110165.3,110165.3,1,110165.300000000000,110165.300000000000,4,0.33333333333333333333
CL-049437,110109.07,110109.07,1,110109.070000000000,110109.070000000000,2,0.33333333333333333333
CL-005415,109952.81,109952.81,1,109952.810000000000,109952.810000000000,8,0.33333333333333333333
CL-027594,109858.3,109858.3,3,109858.300000000000,36619.433333333333,9,1.00000000000000000000
CL-021515,109791,109791,1,109791.000000000000,109791.000000000000,1,0.33333333333333333333
CL-017587,109418.62,109418.62,2,109418.620000000000,54709.310000000000,2,0.66666666666666666667
CL-061540,109060.11,109060.11,2,109060.110000000000,54530.055000000000,3,0.66666666666666666667
CL-050667,109039.95,82059.1,1,82059.100000000000,82059.100000000000,12,0.33333333333333333333
CL-054784,108988.2,108988.2,1,108988.200000000000,108988.200000000000,2,0.33333333333333333333
CL-050392,108967.25,108967.25,1,108967.250000000000,108967.250000000000,5,0.33333333333333333333
CL-049239,108850,108850,1,108850.000000000000,108850.000000000000,2,0.33333333333333333333
CL-029081,108823,108823,1,108823.000000000000,108823.000000000000,2,0.33333333333333333333
CL-054997,108740.8,2066075.2,1,2066075.200000000000,2066075.200000000000,1,0.33333333333333333333
CL-045070,108380.06,108380.06,2,108380.060000000000,54190.030000000000,4,0.66666666666666666667
CL-064806,108377.91,108377.91,1,108377.910000000000,108377.910000000000,2,0.33333333333333333333
CL-035697,108151.79,108151.79,1,108151.790000000000,108151.790000000000,1,0.33333333333333333333
CL-002813,108094.3,108094.3,2,108094.300000000000,54047.150000000000,10,0.66666666666666666667
CL-023914,107850,107850,1,107850.000000000000,107850.000000000000,5,0.33333333333333333333
CL-035021,107274.6,97424.6,1,97424.600000000000,97424.600000000000,6,0.33333333333333333333
CL-003769,107143.68,107143.68,1,107143.680000000000,107143.680000000000,1,0.33333333333333333333
CL-053427,106848,106848,1,106848.000000000000,106848.000000000000,1,0.33333333333333333333
CL-015535,106688.65,106688.65,2,106688.650000000000,53344.325000000000,5,0.66666666666666666667
CL-005336,106419,106419,1,106419.000000000000,106419.000000000000,2,0.33333333333333333333
CL-049605,106412.82,106412.82,1,106412.820000000000,106412.820000000000,2,0.33333333333333333333
CL-043261,106140,106140,1,106140.000000000000,106140.000000000000,2,0.33333333333333333333
CL-022949,105307.91,105307.91,1,105307.910000000000,105307.910000000000,1,0.33333333333333333333
CL-002435,105280.24,82280.24,4,82280.240000000000,20570.060000000000,3,1.3333333333333333
CL-024299,105040,105040,1,105040.000000000000,105040.000000000000,1,0.33333333333333333333
CL-056246,104749.2,104749.2,1,104749.200000000000,104749.200000000000,1,0.33333333333333333333
CL-033716,104688,104688,1,104688.000000000000,104688.000000000000,1,0.33333333333333333333
CL-061194,104545.45,104545.46,2,104545.460000000000,52272.730000000000,3,0.66666666666666666667
CL-051435,104298,104298,1,104298.000000000000,104298.000000000000,4,0.33333333333333333333
CL-046500,104184.7,104184.7,2,104184.700000000000,52092.350000000000,6,0.66666666666666666667
CL-048740,104112.69,104112.69,1,104112.690000000000,104112.690000000000,3,0.33333333333333333333
CL-039970,103963.68,103963.68,1,103963.680000000000,103963.680000000000,2,0.33333333333333333333
CL-034525,103827.15,103827.15,2,103827.150000000000,51913.575000000000,14,0.66666666666666666667
CL-028505,103704.77,103704.77,4,103704.770000000000,25926.192500000000,8,1.3333333333333333
CL-015468,103535.6,103535.6,2,103535.600000000000,51767.800000000000,2,0.66666666666666666667
CL-047953,103211.25,103211.25,1,103211.250000000000,103211.250000000000,4,0.33333333333333333333
CL-035287,103155,103155,1,103155.000000000000,103155.000000000000,2,0.33333333333333333333
CL-052390,102931.88,102931.88,1,102931.880000000000,102931.880000000000,2,0.33333333333333333333
CL-015873,102795.3,102795.3,1,102795.300000000000,102795.300000000000,1,0.33333333333333333333
CL-050436,102795.3,102795.3,1,102795.300000000000,102795.300000000000,1,0.33333333333333333333
CL-019764,102416.82,102416.82,1,102416.820000000000,102416.820000000000,2,0.33333333333333333333
CL-046265,102265.4,102265.4,4,102265.400000000000,25566.350000000000,7,1.3333333333333333
CL-048999,102026.07,102026.07,1,102026.070000000000,102026.070000000000,1,0.33333333333333333333
CL-014586,102006.65,102006.65,3,102006.650000000000,34002.216666666667,2,1.00000000000000000000
CL-055648,101880.8,101880.8,1,101880.800000000000,101880.800000000000,1,0.33333333333333333333
CL-048133,101091.44,101091.44,2,101091.440000000000,50545.720000000000,6,0.66666666666666666667
CL-025129,101079.6,101079.6,1,101079.600000000000,101079.600000000000,2,0.33333333333333333333
CL-006274,101074,101074,1,101074.000000000000,101074.000000000000,1,0.33333333333333333333
CL-047308,100903.68,100903.68,1,100903.680000000000,100903.680000000000,1,0.33333333333333333333
CL-065575,100840,100840,1,100840.000000000000,100840.000000000000,1,0.33333333333333333333
CL-035676,100603.7,100603.7,1,100603.700000000000,100603.700000000000,1,0.33333333333333333333
CL-062537,100492,100492,1,100492.000000000000,100492.000000000000,1,0.33333333333333333333
CL-047438,100404.6,100404.6,2,100404.600000000000,50202.300000000000,4,0.66666666666666666667
CL-020168,100302.91,100302.91,2,100302.910000000000,50151.455000000000,3,0.66666666666666666667
CL-025484,100045,100045,1,100045.000000000000,100045.000000000000,3,0.33333333333333333333
CL-020805,99756,99756,1,99756.000000000000,99756.000000000000,2,0.33333333333333333333
CL-038250,99720,99720,1,99720.000000000000,99720.000000000000,2,0.33333333333333333333
CL-053046,99538.8,99538.8,1,99538.800000000000,99538.800000000000,4,0.33333333333333333333
CL-051952,99402,99402,3,99402.000000000000,33134.000000000000,2,1.00000000000000000000
CL-034673,99348.88,99348.88,1,99348.880000000000,99348.880000000000,2,0.33333333333333333333
CL-043453,99187.95,99187.95,1,99187.950000000000,99187.950000000000,5,0.33333333333333333333
CL-006165,98998.15,84176.2,2,84176.200000000000,42088.100000000000,4,0.66666666666666666667
CL-018626,98972,98972,1,98972.000000000000,98972.000000000000,2,0.33333333333333333333
CL-047034,98450.42,101065.92,2,101065.920000000000,50532.960000000000,2,0.66666666666666666667
CL-051233,98445,98445,1,98445.000000000000,98445.000000000000,7,0.33333333333333333333
CL-051391,98386.9,98386.9,2,98386.900000000000,49193.450000000000,6,0.66666666666666666667
CL-052018,97888.8,97888.8,2,97888.800000000000,48944.400000000000,3,0.66666666666666666667
CL-033303,97812,97812,1,97812.000000000000,97812.000000000000,1,0.33333333333333333333
CL-062937,97656,97656,1,97656.000000000000,97656.000000000000,3,0.33333333333333333333
CL-011252,97414.2,97414.2,3,97414.200000000000,32471.400000000000,3,1.00000000000000000000
CL-001516,97411.2,92572.2,1,92572.200000000000,92572.200000000000,8,0.33333333333333333333
CL-036592,96697.47,96697.47,1,96697.470000000000,96697.470000000000,2,0.33333333333333333333
CL-046230,96629.1,98538,1,98538.000000000000,98538.000000000000,4,0.33333333333333333333
CL-062715,96612,96612,4,96612.000000000000,24153.000000000000,2,1.3333333333333333
CL-007325,96596.6,96596.6,2,96596.600000000000,48298.300000000000,4,0.66666666666666666667
CL-021463,96528.66,90624.66,3,90624.660000000000,30208.220000000000,4,1.00000000000000000000
CL-059913,96278.64,85017.84,1,85017.840000000000,85017.840000000000,7,0.33333333333333333333
CL-036410,96269.25,102915,1,102915.000000000000,102915.000000000000,1,0.33333333333333333333
CL-040234,95853.54,95853.54,2,95853.540000000000,47926.770000000000,3,0.66666666666666666667
CL-059046,95800,95800,1,95800.000000000000,95800.000000000000,1,0.33333333333333333333
CL-013064,95444.25,95444.25,2,95444.250000000000,47722.125000000000,4,0.66666666666666666667
CL-008858,95405.6,95405.6,2,95405.600000000000,47702.800000000000,12,0.66666666666666666667
CL-059912,95247.52,67707.52,2,67707.520000000000,33853.760000000000,6,0.66666666666666666667
CL-017767,94269,94269,1,94269.000000000000,94269.000000000000,3,0.33333333333333333333
CL-040431,94125,94125,1,94125.000000000000,94125.000000000000,3,0.33333333333333333333
CL-063657,94104,94104,2,94104.000000000000,47052.000000000000,2,0.66666666666666666667
CL-062046,93992,93992,1,93992.000000000000,93992.000000000000,2,0.33333333333333333333
CL-022827,93880.01,93880.01,2,93880.010000000000,46940.005000000000,2,0.66666666666666666667
CL-032471,93538,93538,1,93538.000000000000,93538.000000000000,1,0.33333333333333333333
CL-018178,93452.31,78134.355,1,78134.355000000000,78134.355000000000,3,0.33333333333333333333
CL-058933,93266.325,93266.34,1,93266.340000000000,93266.340000000000,2,0.33333333333333333333
CL-058621,93196.1,93196.1,1,93196.100000000000,93196.100000000000,3,0.33333333333333333333
CL-024483,93147.5,93147.5,2,93147.500000000000,46573.750000000000,6,0.66666666666666666667
CL-029660,93113,93113,1,93113.000000000000,93113.000000000000,4,0.33333333333333333333
CL-015645,93108,93108,1,93108.000000000000,93108.000000000000,1,0.33333333333333333333
CL-039741,92940.47,92940.48,1,92940.480000000000,92940.480000000000,2,0.33333333333333333333
CL-047523,92710.83,92710.83,1,92710.830000000000,92710.830000000000,8,0.33333333333333333333
CL-008229,92548.32,92548.32,1,92548.320000000000,92548.320000000000,1,0.33333333333333333333
CL-014303,92384.57,92384.57,1,92384.570000000000,92384.570000000000,3,0.33333333333333333333
CL-023199,92382.72,92382.72,1,92382.720000000000,92382.720000000000,2,0.33333333333333333333
CL-024792,91930.96,91930.96,2,91930.960000000000,45965.480000000000,2,0.66666666666666666667
CL-052688,91785.5,91785.5,1,91785.500000000000,91785.500000000000,3,0.33333333333333333333
CL-059482,91419,91419,1,91419.000000000000,91419.000000000000,2,0.33333333333333333333
CL-065435,91327.44,91327.44,1,91327.440000000000,91327.440000000000,2,0.33333333333333333333
CL-000914,91139.5,91139.5,2,91139.500000000000,45569.750000000000,4,0.66666666666666666667
CL-016156,91134.2,124917,1,124917.000000000000,124917.000000000000,8,0.33333333333333333333
CL-052754,90981.3,90981.31,1,90981.310000000000,90981.310000000000,4,0.33333333333333333333
CL-047593,90875,90875,1,90875.000000000000,90875.000000000000,2,0.33333333333333333333
CL-039726,90505.99,90505.99,3,90505.990000000000,30881.446666666667,10,1.00000000000000000000
CL-055387,90460.5,90460.5,1,90460.500000000000,90460.500000000000,3,0.33333333333333333333
CL-023842,90298.67,83659.67,2,83659.670000000000,41829.835000000000,10,0.66666666666666666667
CL-005723,90285,90285,2,90285.000000000000,45142.500000000000,3,0.66666666666666666667
CL-022067,90126.49,90126.49,1,90126.490000000000,90126.490000000000,1,0.33333333333333333333
CL-016019,90058,90058,1,90058.000000000000,90058.000000000000,3,0.33333333333333333333
CL-010741,89640.71,89640.71,2,89640.710000000000,44820.355000000000,2,0.66666666666666666667
CL-026960,89614.2,89614.2,1,89614.200000000000,89614.200000000000,3,0.33333333333333333333
CL-066336,89480.54,89480.54,1,89480.540000000000,89480.540000000000,1,0.33333333333333333333
CL-062039,89344.04,70313,1,70313.000000000000,70313.000000000000,5,0.33333333333333333333
CL-027439,89286,89286,2,89286.000000000000,44643.000000000000,2,0.66666666666666666667
CL-009960,89243.59,89243.59,2,89243.590000000000,44621.795000000000,2,0.66666666666666666667
CL-046965,89185.68,89185.68,2,89185.680000000000,44592.840000000000,3,0.66666666666666666667
CL-009915,88982,0,1,0.00000000000000000000,0.00000000000000000000,2,0.33333333333333333333
CL-051620,88928.3,61695,1,61695.000000000000,61695.000000000000,4,0.33333333333333333333
CL-059918,88904.05,88904.05,2,88904.050000000000,44452.025000000000,5,0.66666666666666666667
CL-033172,88802,88802,2,88802.000000000000,44401.000000000000,2,0.66666666666666666667
CL-058814,88432,88432,1,88432.000000000000,88432.000000000000,2,0.33333333333333333333
CL-049752,87651,87651,4,87651.000000000000,21912.750000000000,4,1.3333333333333333
CL-023138,87590,87590,1,87590.000000000000,87590.000000000000,2,0.33333333333333333333
CL-052007,87308.8,87308.8,2,87308.800000000000,43654.400000000000,4,0.66666666666666666667
CL-063532,87080,87080,1,87080.000000000000,87080.000000000000,1,0.33333333333333333333
CL-012519,86446.8,86446.8,1,86446.800000000000,86446.800000000000,1,0.33333333333333333333
CL-053453,86315.1,86315.1,1,86315.100000000000,86315.100000000000,3,0.33333333333333333333
CL-023187,86173.8,86173.8,2,86173.800000000000,43086.900000000000,2,0.66666666666666666667
CL-065551,86091.06,57394.04,1,57394.040000000000,57394.040000000000,1,0.33333333333333333333
CL-025225,85975.8,85975.8,1,85975.800000000000,85975.800000000000,2,0.33333333333333333333
CL-015233,85795.98,85795.98,2,85795.980000000000,42897.990000000000,3,0.66666666666666666667
CL-008382,85358.6,85358.6,1,85358.600000000000,85358.600000000000,5,0.33333333333333333333
CL-052299,85329.45,85329.45,1,85329.450000000000,85329.450000000000,4,0.33333333333333333333
CL-051091,85290.92,85290.92,1,85290.920000000000,85290.920000000000,3,0.33333333333333333333
CL-032647,85058.25,85058.25,4,85058.250000000000,21264.562500000000,5,1.3333333333333333
CL-048638,85052,85052,1,85052.000000000000,85052.000000000000,2,0.33333333333333333333
CL-051539,84837.65,84837.65,1,84837.650000000000,84837.650000000000,3,0.33333333333333333333
CL-055523,84780,84780,1,84780.000000000000,84780.000000000000,3,0.33333333333333333333
CL-009546,84780,84780,1,84780.000000000000,84780.000000000000,2,0.33333333333333333333
CL-054132,84729.01,84729.01,2,84729.010000000000,42364.505000000000,5,0.66666666666666666667
CL-040870,84360,84360,1,84360.000000000000,84360.000000000000,2,0.33333333333333333333
CL-029661,84001.5,84001.5,3,84001.500000000000,28000.500000000000,3,1.00000000000000000000
CL-061152,83881.54,83881.54,3,83881.540000000000,27960.513333333333,11,1.00000000000000000000
CL-022072,83818.1,83818.1,3,83818.100000000000,27939.366666666667,6,1.00000000000000000000
CL-062683,83583.14,83583.14,1,83583.140000000000,83583.140000000000,8,0.33333333333333333333
CL-015073,82725.8,82725.8,2,82725.800000000000,41362.900000000000,9,0.66666666666666666667
CL-004442,82605.42,82605.42,1,82605.420000000000,82605.420000000000,2,0.33333333333333333333
CL-056832,82224.96,82224.96,1,82224.960000000000,82224.960000000000,2,0.33333333333333333333
CL-059771,82178.64,82178.64,2,82178.640000000000,41089.320000000000,10,0.66666666666666666667
CL-053328,81934.49,81934.49,2,81934.490000000000,40967.245000000000,4,0.66666666666666666667
CL-031601,81852.93,81852.93,1,81852.930000000000,81852.930000000000,6,0.33333333333333333333
CL-052180,81694.8,81694.8,1,81694.800000000000,81694.800000000000,3,0.33333333333333333333
CL-000958,81145.8,77244.3,3,77244.300000000000,25748.100000000000,3,1.00000000000000000000
CL-047071,80851.46,69257.76,1,69257.760000000000,69257.760000000000,10,0.33333333333333333333
CL-003942,80282.2,80282.2,1,80282.200000000000,80282.200000000000,2,0.33333333333333333333
CL-063178,80156,80156,1,80156.000000000000,80156.000000000000,4,0.33333333333333333333
CL-066664,80053.89,80053.89,1,80053.890000000000,80053.890000000000,4,0.33333333333333333333
CL-038642,79834.8,79834.8,1,79834.800000000000,79834.800000000000,6,0.33333333333333333333
CL-025664,79790.5,79790.5,1,79790.500000000000,79790.500000000000,1,0.33333333333333333333
CL-024073,79786.75,79786.75,1,79786.750000000000,79786.750000000000,3,0.33333333333333333333
CL-003634,79380,79380,1,79380.000000000000,79380.000000000000,1,0.33333333333333333333
CL-012381,79187.9,79187.9,1,79187.900000000000,79187.900000000000,2,0.33333333333333333333
CL-026458,78992,78992,1,78992.000000000000,78992.000000000000,1,0.33333333333333333333
CL-035352,78928,78928,2,78928.000000000000,39464.000000000000,3,0.66666666666666666667
CL-012370,78899.59,78899.59,1,78899.590000000000,78899.590000000000,3,0.33333333333333333333
CL-003673,78750.2,78750.2,2,78750.200000000000,39375.100000000000,4,0.66666666666666666667
CL-006094,78698.92,78698.92,1,78698.920000000000,78698.920000000000,4,0.33333333333333333333
CL-021882,78538.78,78538.78,2,78538.780000000000,39269.390000000000,2,0.66666666666666666667
CL-056486,78297,78297,1,78297.000000000000,78297.000000000000,2,0.33333333333333333333
CL-012795,78187.05,67743.358445432,4,67743.358445432000,16935.839611358000,4,1.3333333333333333
CL-011401,77973.55,77973.55,2,77973.550000000000,38986.775000000000,3,0.66666666666666666667
CL-003264,77814,77814,1,77814.000000000000,77814.000000000000,2,0.33333333333333333333
CL-031857,77115.01,77115.01,1,77115.010000000000,77115.010000000000,2,0.33333333333333333333
CL-045064,76704,76704,1,76704.000000000000,76704.000000000000,2,0.33333333333333333333
CL-067491,76704,76704,1,76704.000000000000,76704.000000000000,2,0.33333333333333333333
CL-023346,76665,76665,1,76665.000000000000,76665.000000000000,1,0.33333333333333333333
CL-016749,76461,76461,1,76461.000000000000,76461.000000000000,2,0.33333333333333333333
CL-015318,76414.45,76414.45,1,76414.450000000000,76414.450000000000,1,0.33333333333333333333
CL-019173,76053.07,72342.14,1,72342.140000000000,72342.140000000000,7,0.33333333333333333333
CL-044750,75886.41,75886.41,1,75886.410000000000,75886.410000000000,2,0.33333333333333333333
CL-025917,75754.05,75754.05,3,75754.050000000000,25251.350000000000,4,1.00000000000000000000
CL-021070,75600,75600,1,75600.000000000000,75600.000000000000,1,0.33333333333333333333
CL-052778,75308,33672,1,33672.000000000000,33672.000000000000,2,0.33333333333333333333
CL-042119,74928.6,74928.6,1,74928.600000000000,74928.600000000000,1,0.33333333333333333333
CL-062777,74818.34,74818.34,1,74818.340000000000,74818.340000000000,4,0.33333333333333333333
CL-050286,74817,74817,1,74817.000000000000,74817.000000000000,2,0.33333333333333333333
CL-000261,74688,74688,1,74688.000000000000,74688.000000000000,1,0.33333333333333333333
CL-040025,74612.68,74612.68,1,74612.680000000000,74612.680000000000,2,0.33333333333333333333
CL-031900,74383,74383,2,74383.000000000000,37191.500000000000,3,0.66666666666666666667
CL-021874,74266.2,74266.2,2,74266.200000000000,37133.100000000000,1,0.66666666666666666667
CL-046859,74151,74151,1,74151.000000000000,74151.000000000000,1,0.33333333333333333333
CL-049651,73739.48,81932.76,1,81932.760000000000,81932.760000000000,1,0.33333333333333333333
CL-022983,73172.08,73172.08,1,73172.080000000000,73172.080000000000,1,0.33333333333333333333
CL-032734,73025,73025,3,73025.000000000000,24341.666666666667,2,1.00000000000000000000
CL-000486,72804,72804,1,72804.000000000000,72804.000000000000,1,0.33333333333333333333
CL-048269,72583.45,0,1,0.00000000000000000000,0.00000000000000000000,6,0.33333333333333333333
CL-065638,72546.27,72546.27,1,72546.270000000000,72546.270000000000,2,0.33333333333333333333
CL-052603,72485.88,72485.88,1,72485.880000000000,72485.880000000000,4,0.33333333333333333333
CL-021806,72190.9,72190.9,2,72190.900000000000,36095.450000000000,7,0.66666666666666666667
CL-005601,72179.33,72179.34,2,72179.340000000000,37453.630000000000,4,0.66666666666666666667
CL-025325,71989.35,71989.35,1,71989.350000000000,71989.350000000000,3,0.33333333333333333333
CL-058006,71900.75,69998.03,3,69998.030000000000,23332.676666666667,6,1.00000000000000000000
CL-055473,71700,4302,1,4302.0000000000000000,4302.0000000000000000,1,0.33333333333333333333
CL-012394,71394,71394,1,71394.000000000000,71394.000000000000,2,0.33333333333333333333
CL-028723,71385,71385,1,71385.000000000000,71385.000000000000,1,0.33333333333333333333
CL-062188,71038.5,71038.5,2,71038.500000000000,35519.250000000000,1,0.66666666666666666667
CL-001485,70350,70350,2,70350.000000000000,35175.000000000000,2,0.66666666666666666667
CL-001607,70214.5,70214.5,1,70214.500000000000,70214.500000000000,3,0.33333333333333333333
CL-052792,69918,69918,1,69918.000000000000,69918.000000000000,1,0.33333333333333333333
CL-004392,69792,69792,1,69792.000000000000,69792.000000000000,1,0.33333333333333333333
CL-050090,69774.93,71557.74,2,71557.740000000000,35778.870000000000,9,0.66666666666666666667
CL-004310,69480,69480,1,69480.000000000000,69480.000000000000,1,0.33333333333333333333
CL-032473,69450.37,90342.37,2,90342.370000000000,45171.185000000000,10,0.66666666666666666667
CL-057380,69105,69105,1,69105.000000000000,69105.000000000000,2,0.33333333333333333333
CL-057996,69000.8,69000.8,1,69000.800000000000,69000.800000000000,2,0.33333333333333333333
CL-031246,69000,69000,1,69000.000000000000,69000.000000000000,1,0.33333333333333333333
CL-046632,68850,68850,1,68850.000000000000,68850.000000000000,1,0.33333333333333333333
CL-035938,68839.92,68839.92,1,68839.920000000000,68839.920000000000,1,0.33333333333333333333
CL-019508,68396.16,68396.16,1,68396.160000000000,68396.160000000000,1,0.33333333333333333333
CL-017718,68351.18,41636,1,41636.000000000000,41636.000000000000,3,0.33333333333333333333
CL-052988,68335.2,68335.2,1,68335.200000000000,68335.200000000000,3,0.33333333333333333333
CL-039740,68250,68250,4,68250.000000000000,17062.500000000000,3,1.3333333333333333
CL-025648,68165.92,68165.92,1,68165.920000000000,68165.920000000000,2,0.33333333333333333333
CL-052714,68067,68067,2,68067.000000000000,34033.500000000000,1,0.66666666666666666667
CL-066646,67966,66522,1,66522.000000000000,66522.000000000000,3,0.33333333333333333333
CL-019963,67504.15,39832.55,1,39832.550000000000,39832.550000000000,2,0.33333333333333333333
CL-057409,67193.85,67193.85,2,67193.850000000000,33596.925000000000,2,0.66666666666666666667
CL-054134,67164.11,65838.47,1,65838.470000000000,65838.470000000000,4,0.33333333333333333333
CL-023268,66429.1,62438.1,1,62438.100000000000,62438.100000000000,4,0.33333333333333333333
CL-018823,66163.4,66163.39,1,66163.390000000000,66163.390000000000,3,0.33333333333333333333
CL-011472,66037.52,66037.52,2,66037.520000000000,33018.760000000000,2,0.66666666666666666667
CL-010213,65799,65799,1,65799.000000000000,65799.000000000000,1,0.33333333333333333333
CL-051205,65744.55,65744.55,1,65744.550000000000,65744.550000000000,2,0.33333333333333333333
CL-005818,65601.38,65601.38,2,65601.380000000000,32800.690000000000,2,0.66666666666666666667
CL-011117,65260.4,65260.4,1,65260.400000000000,65260.400000000000,2,0.33333333333333333333
CL-000391,64756,64756,2,64756.000000000000,32378.000000000000,2,0.66666666666666666667
CL-057064,64580,64580,1,64580.000000000000,64580.000000000000,1,0.33333333333333333333
CL-060612,64389.53,64389.53,1,64389.530000000000,64389.530000000000,3,0.33333333333333333333
CL-053142,64355.25,64355.25,1,64355.250000000000,64355.250000000000,3,0.33333333333333333333
CL-023347,64164.5,39192.2,1,39192.200000000000,39192.200000000000,4,0.33333333333333333333
CL-048105,64033.62,64033.62,1,64033.620000000000,64033.620000000000,1,0.33333333333333333333
CL-018439,63818,49668,2,49668.000000000000,24834.000000000000,3,0.66666666666666666667
CL-001231,63765,63765,1,63765.000000000000,63765.000000000000,3,0.33333333333333333333
CL-056224,63648.2,63648.2,1,63648.200000000000,63648.200000000000,4,0.33333333333333333333
CL-039222,63607.68,63607.68,1,63607.680000000000,63607.680000000000,1,0.33333333333333333333
CL-046267,63600,63600,1,63600.000000000000,63600.000000000000,3,0.33333333333333333333
CL-018366,63469.5,63469.5,1,63469.500000000000,63469.500000000000,2,0.33333333333333333333
CL-003948,63119.45,60797.45,1,60797.450000000000,60797.450000000000,5,0.33333333333333333333
CL-049333,63117.2,16610.4,1,16610.4000000000000000,16610.4000000000000000,3,0.33333333333333333333
CL-046652,62930.4,62930.4,1,62930.400000000000,62930.400000000000,2,0.33333333333333333333
CL-026523,62892.11,62892.11,3,62892.110000000000,20964.036666666667,5,1.00000000000000000000
CL-041279,62725.56,63601,1,63601.000000000000,63601.000000000000,8,0.33333333333333333333
CL-048104,62556,62556,2,62556.000000000000,31278.000000000000,3,0.66666666666666666667
CL-031797,62378.9,62378.9,1,62378.900000000000,62378.900000000000,3,0.33333333333333333333
