Uuid,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Sku's x Order,Freq
85840975-c081-4b0c-8597-2c9a9614687c,517564.46,474024.46,3,474024.460000000000,158008.153333333333,4,1.33333333333333333333,1.00000000000000000000
79a6a913-c0c8-4f99-8d7a-c14015266a75,516059.4999974,516059.500056,7,516059.500056000000,73722.785722285714,41,5.85714285714285714286,2.3333333333333333
85a008b3-b1c2-40f9-8571-0aa9408715c8,515790.096218488,73552,11,73552.000000000000,6686.5454545454545455,27,2.45454545454545454545,3.6666666666666667
e425ab95-8254-4a6f-b9c6-c5a06080c3dc,515355,341959,4,341959.000000000000,85489.750000000000,4,1.00000000000000000000,1.3333333333333333
085701d1-390d-4451-8879-4e9e7514c8ae,515041,515041,2,515041.000000000000,257520.500000000000,4,2.00000000000000000000,0.66666666666666666667
203851e7-d3b6-422e-bfec-4f727d583ef7,514985.392436974,416521.72857143,4,416521.728571430000,104130.432142857500,10,2.50000000000000000000,1.3333333333333333
4f5358cb-8294-4abd-b296-6be195c525b6,514713.411404562,386198.071608644,13,386198.071608644000,29707.543969895692,27,2.07692307692307692308,4.3333333333333333
fc3fa888-0a47-4123-b873-bffbefac5770,513652.144011765,513652.144,5,513652.144000000000,102730.428800000000,14,2.80000000000000000000,1.6666666666666667
af31218f-ce8c-4557-a0a2-6c61b3908379,513195.448349922,434364.472148746,301,434364.472148746000,1443.4002396968305648,152,0.50498338870431893688,100.3333333333333333
b0d5dcba-2d27-4f42-926f-9979898d4a89,512894.989539091,315662.563411765,28,315662.563411765000,11273.662978991607,44,1.57142857142857142857,9.3333333333333333
f022fba2-4347-4d6e-a60a-47fbdb7d2fff,512505.36,328329.46,8,328329.460000000000,41041.182500000000,73,9.12500000000000000000,2.6666666666666667
123ead1f-e7b3-493d-98fc-9e3fdaa0ae31,512223.957496,442571.288917949,31,442571.288917949000,14276.493190901581,31,1.00000000000000000000,10.3333333333333333
13a8aaac-a1d7-49e9-b5d1-4e04304b7b5b,510849.4,510849.4,1,510849.400000000000,510849.400000000000,2,2.00000000000000000000,0.33333333333333333333
ca7a85ea-438b-490a-951c-3e80cf6dedf1,510614,510614,3,510614.000000000000,170204.666666666667,2,0.66666666666666666667,1.00000000000000000000
7ff6c265-4465-407f-9d88-f18cd775a0d3,510594,482236,9,482236.000000000000,53581.777777777778,7,0.77777777777777777778,3.0000000000000000
5f7bd1a6-8c65-43b7-a8b8-607b328135f0,509268.2504,427447.4176,31,427447.417600000000,13788.626374193548,12,0.38709677419354838710,10.3333333333333333
0174bde0-069a-464f-a09b-5c3e43c05ccd,508945.174763005,499204.987443005,95,499204.987443005000,5254.9236572947894737,18,0.18947368421052631579,31.6666666666666667
561b281a-e512-48fc-88a8-66c277e5a1ff,508297.177105888,480815.034203154,82,480815.034203154000,5864.2387451219512195,37,0.45121951219512195122,27.3333333333333333
64b39d45-e2b6-4aca-8a11-87bfaf649604,505724.947983193,339250.55,8,339250.550000000000,42921.741250000000,11,1.37500000000000000000,2.6666666666666667
156f77a6-7ba9-44a3-b291-466fdbeb1f65,505594.802947059,427836.999388235,36,427836.999388235000,11885.031649673194,53,1.47222222222222222222,12.0000000000000000
0a1fca5b-8046-4169-8a7f-30e09be3c151,505530.7761016,439087.5233656,37,439087.523365600000,11867.560090962162,47,1.27027027027027027027,12.3333333333333333
7f97db7a-2bb4-4b1e-9984-a12a0252a9b7,504148.355179294,496082.946859294,32,496082.946859294000,15502.592089352938,35,1.09375000000000000000,10.6666666666666667
99b3fe90-884a-4a8a-b621-fa974aa00dfe,503572.95,503572.95,1,503572.950000000000,503572.950000000000,2,2.00000000000000000000,0.33333333333333333333
86484cea-cef7-4940-99f5-61451fe00a59,503532.708074992,319337.428613307,5,319337.428613307000,63867.485722661400,30,6.00000000000000000000,1.6666666666666667
d1beee63-2863-46a4-8cd3-6e68d95e482d,502737.67,502737.67,4,502737.670000000000,125684.417500000000,4,1.00000000000000000000,1.3333333333333333
41620dc5-4878-46db-81ca-f9f50a1e006a,501203.224480322,145978.757062,43,145978.757062000000,3395.8129549302325581,14,0.32558139534883720930,14.3333333333333333
af51dacf-31a6-4817-9653-32d8eea70859,501041,501041,3,501041.000000000000,167013.666666666667,28,9.33333333333333333333,1.00000000000000000000
6c25a60a-2c08-4890-a610-e4716723b798,499866.362695,489193.106976503,30,489193.106976503000,16306.436899216767,43,1.43333333333333333333,10.0000000000000000
3e12928d-d5cf-4412-8c9b-b928d942ee66,499271.45,448016.2,3,448016.200000000000,149338.733333333333,13,4.33333333333333333333,1.00000000000000000000
2e8599a5-100e-491a-8154-447fa6043a68,498563,498563,1,498563.000000000000,498563.000000000000,5,5.00000000000000000000,0.33333333333333333333
44a2e90a-0be5-4f10-af2b-d1c3825784d4,497829.930597124,475903.256403294,49,475903.256403294000,9713.0554449651836735,41,0.83673469387755102041,16.3333333333333333
56953eb0-8b6f-4e5f-846e-3587faa6e606,497676.83,497676.83,4,497676.830000000000,124419.207500000000,6,1.50000000000000000000,1.3333333333333333
54305152-5539-4908-aec9-1c9024d30f83,495783.224038,455915.9048,11,455915.904800000000,41446.900436363636,36,3.27272727272727272727,3.6666666666666667
3f1a8686-29d0-404e-8965-6a2afde355cd,494830.875571364,492279.302944271,102,492279.302944271000,4831.6784602379509804,75,0.73529411764705882353,34.0000000000000000
beb09797-bd0b-4afb-8bd4-abc33d51300c,494037.3599,453532.7258,23,453532.725800000000,19718.814165217391,9,0.39130434782608695652,7.6666666666666667
f346975c-b336-443a-bb0c-0f02b133a46d,493531.52,388887.12,3,388887.120000000000,129629.040000000000,2,0.66666666666666666667,1.00000000000000000000
a1aa985b-3eb8-425f-9c03-7c4043c7c07a,493114.458671273,434528.116321272,78,434528.116321272000,5570.8732861701538462,51,0.65384615384615384615,26.0000000000000000
ac9b0cce-26e1-4ba7-968b-6be8a8e75757,492259.081291,363255.276452,7,363255.276452000000,51893.610921714286,18,2.57142857142857142857,2.3333333333333333
85a5dbfe-8d1d-43f1-b318-27b9bd8ab72e,491986.62,491986.62,10,491986.620000000000,49198.662000000000,10,1.00000000000000000000,3.3333333333333333
a679a126-de16-4da7-9252-3452ecea2ab9,491760.704818,373322.382724,22,373322.382724000000,16969.199214727273,8,0.36363636363636363636,7.3333333333333333
96b9a767-06d6-4352-acf3-eb9e96be2ee4,490760.364453564,309564.235725981,110,309564.235725981000,2814.2203247816454545,118,1.07272727272727272727,36.6666666666666667
cab81653-dc49-4a2f-9e6b-b94a161526cc,490268.91,202794,3,202794.000000000000,67598.000000000000,8,2.66666666666666666667,1.00000000000000000000
19429d26-eac4-4e42-a376-1f096a17ff58,489881.14,219032.71,5,219032.710000000000,43806.542000000000,21,4.20000000000000000000,1.6666666666666667
cee21fca-a3f7-4829-ae52-896402974e5d,489733,300448.52,3,300448.520000000000,100149.506666666667,4,1.33333333333333333333,1.00000000000000000000
4c338fe4-53e1-4848-88e9-2b7d436f7a55,489709.56,397454.66,11,397454.660000000000,36132.241818181818,39,3.54545454545454545455,3.6666666666666667
87833126-0f0c-417e-b5f1-1d6b4b2ea81e,489379.825,494548.27,1,494548.270000000000,494548.270000000000,3,3.00000000000000000000,0.33333333333333333333
80c64251-ad3c-41f0-9d21-e4c43d111093,489335.08,489335.08,6,489335.080000000000,81555.846666666667,9,1.50000000000000000000,2.0000000000000000
f72982fe-1769-41a8-90a3-0871f6aa425b,489092.2,489092.2,4,489092.200000000000,122273.050000000000,19,4.75000000000000000000,1.3333333333333333
2538b7e3-7997-4619-b4db-10264a4874bd,488998.51845,423721.63,1,423721.630000000000,423721.630000000000,31,31.00000000000000000000,0.33333333333333333333
09b12be4-6dc6-4e7a-ba96-8a050d3cb992,488802.459119422,381720.985279421,69,381720.985279421000,5532.3522504263913043,72,1.04347826086956521739,23.0000000000000000
dbe07f5a-6d65-43bc-97d3-34f930f2bd7c,488647.024022,419640.8575,27,419640.857500000000,15542.253981481481,11,0.40740740740740740741,9.0000000000000000
bc1dbac9-b73a-4176-9705-6e5f2420c65e,487916.4965882,0,1,0.00000000000000000000,0.00000000000000000000,15,15.00000000000000000000,0.33333333333333333333
4fb29fc6-5234-4404-9901-4605684fabf1,487699.01,747634.01,4,747634.010000000000,186908.502500000000,43,10.75000000000000000000,1.3333333333333333
a4b6514a-b440-4e9f-b808-5b32f137c54a,487564.36,462629.36,5,462629.360000000000,92525.872000000000,4,0.80000000000000000000,1.6666666666666667
819450d5-1864-4fe5-889c-234d6e0bc0a8,486807.301279227,457650.540127025,32,457650.540127025000,14301.579378969531,80,2.50000000000000000000,10.6666666666666667
decb6518-a6c7-406c-a899-1d7244387900,485475.62,271606.3,3,271606.300000000000,90535.433333333333,14,4.66666666666666666667,1.00000000000000000000
cb7f5a21-09c0-41e5-b6f3-580d5f54f870,485033.6,480080.6,7,480080.600000000000,68582.942857142857,11,1.57142857142857142857,2.3333333333333333
043dd390-011f-4d39-beca-3a3021138f1d,484254.79,484254.79,5,484254.790000000000,96850.958000000000,14,2.80000000000000000000,1.6666666666666667
33bda07c-aa05-40f6-adbf-f826ea2c6749,484107.94,484107.94,5,484107.940000000000,96821.588000000000,13,2.60000000000000000000,1.6666666666666667
98ede853-e010-484b-8ef7-f3a295fb6f9b,482418.25470585,503740.6,1,503740.600000000000,503740.600000000000,3,3.00000000000000000000,0.33333333333333333333
bd8fc87e-94e7-44eb-b001-70ee75d609b5,480117.780556806,234973.640756302,13,234973.640756302000,18702.742889463462,23,1.76923076923076923077,4.3333333333333333
6e4aeb47-6594-4611-abeb-4ea6c7e5a26d,479564.933832102,428167.872141523,37,428167.872141523000,11572.104652473595,23,0.62162162162162162162,12.3333333333333333
8b856d22-0287-4d1d-8678-27ddf8ca4771,479317.837,487826.61,1,487826.610000000000,487826.610000000000,2,2.00000000000000000000,0.33333333333333333333
068c1f83-cdef-4bff-b8be-e98350f1975a,478019.87,459946.43,3,459946.430000000000,153315.476666666667,17,5.66666666666666666667,1.00000000000000000000
6097653d-394d-4e83-9166-a8eb037c554f,477185.88,477185.88,4,477185.880000000000,119296.470000000000,10,2.50000000000000000000,1.3333333333333333
e1e42897-a4f5-45a1-a9eb-cfb5640064ca,477017.64318444,411674.507031644,109,411674.507031644000,3776.8303397398532110,206,1.88990825688073394495,36.3333333333333333
41f97e2d-b52b-4ff2-b616-dddfe531f456,476756,454550,2,454550.000000000000,227275.000000000000,3,1.50000000000000000000,0.66666666666666666667
f26f0b49-caf4-4608-be49-6f812473304c,476724.42,476724.42,6,476724.420000000000,79454.070000000000,9,1.50000000000000000000,2.0000000000000000
c4b84d6a-3139-4691-8291-fa8537dbd396,476645.014801285,395464.611805517,77,395464.611805517000,5135.9040494222987013,181,2.35064935064935064935,25.6666666666666667
17e98d9a-f98e-470e-ba41-a1765637cfe3,475972.563,428889.563,8,428889.563000000000,53611.195375000000,20,2.50000000000000000000,2.6666666666666667
19b10b7c-8083-405b-b7f2-f1677524c2fd,475276.288624906,396810.317635709,140,396810.317635709000,2840.9215545407785714,174,1.24285714285714285714,46.6666666666666667
9f2ba314-630e-4fa6-8c5f-efc7b7465bd2,475266.93,441938.649832759,19,441938.649832759000,23341.086833303105,27,1.42105263157894736842,6.3333333333333333
a6111b22-4890-476c-acf5-fe793168bc8c,474777.49,474777.49,4,474777.490000000000,118694.372500000000,7,1.75000000000000000000,1.3333333333333333
c414320d-5da9-443e-90f3-831a615a5959,474662.64,474662.64,3,474662.640000000000,158220.880000000000,8,2.66666666666666666667,1.00000000000000000000
10614fc4-d373-444a-9255-d53c7e4cf8c5,474411.527242163,107631.316094263,6,107631.316094263000,17938.552682377167,37,6.16666666666666666667,2.0000000000000000
f23e0f88-fc56-47a3-b2d5-447eab261f4b,472654.76,171718.76,4,171718.760000000000,42929.690000000000,11,2.75000000000000000000,1.3333333333333333
0a755047-da44-41f3-b262-b0a38bf9e544,472528.024,369135.3,4,369135.300000000000,92283.825000000000,4,1.00000000000000000000,1.3333333333333333
effee1ba-ef9b-4571-86a0-09a08d18b143,471332.612,477978.362,2,477978.362000000000,238989.181000000000,7,3.50000000000000000000,0.66666666666666666667
f7ed6eaa-c100-4231-8d23-918ad3eedc05,470922.93,470922.93,2,470922.930000000000,235461.465000000000,3,1.50000000000000000000,0.66666666666666666667
52f4a29c-f1ba-4e6b-8b4b-2aecd5f847d4,470623.68,470623.68,3,470623.680000000000,156874.560000000000,4,1.33333333333333333333,1.00000000000000000000
3ba5e728-b7d1-46a6-b79a-555896624a16,470126.81,0,2,0.00000000000000000000,0.00000000000000000000,6,3.00000000000000000000,0.66666666666666666667
088fbc2d-0a47-45fa-8952-88d94b228b82,470120,0,1,0.00000000000000000000,0.00000000000000000000,4,4.00000000000000000000,0.33333333333333333333
9e5fcf36-c0bc-4103-af51-d00bffa0c4eb,470074.31206,467927.512,4,467927.512000000000,116981.878000000000,27,6.75000000000000000000,1.3333333333333333
d18af365-d7d1-4040-9497-9426ee8f5f5f,468775.855304556,291758.40326852,46,291758.403268520000,6343.5912977141521739,118,2.56521739130434782609,15.3333333333333333
612f5c0f-7347-4579-a182-1f25c120747b,468044.301,445210.8696,6,445210.869600000000,74201.811600000000,11,1.83333333333333333333,2.0000000000000000
992b0f25-ad93-4933-8bad-b00940d2ed37,467610.7056,467610.7,5,467610.700000000000,93522.140000000000,22,4.40000000000000000000,1.6666666666666667
39e6a86f-260f-4cdc-a287-a8f0624972e1,467518.12,467518.12,2,467518.120000000000,233759.060000000000,6,3.00000000000000000000,0.66666666666666666667
1e57cdbc-4a7b-4cc3-91c7-c948a6acc466,466778.77681,443249.7768,4,443249.776800000000,110812.444200000000,11,2.75000000000000000000,1.3333333333333333
9297350f-ea0f-4c02-bb43-012630cc08a2,466589,191373,5,191373.000000000000,38274.600000000000,5,1.00000000000000000000,1.6666666666666667
337ddc2c-96c4-4656-83fc-19e81a51daec,466218.86,422368.421149853,4,422368.421149853000,105592.105287463250,35,8.75000000000000000000,1.3333333333333333
e5439c04-b0e8-47d9-9c17-a90786a363a9,466216.191912939,431464.815746103,89,431464.815746103000,4847.9192780461011236,123,1.38202247191011235955,29.6666666666666667
b4a28efe-3d07-46b8-9c1c-21192c446837,462658.28,462658.28,5,462658.280000000000,92531.656000000000,14,2.80000000000000000000,1.6666666666666667
d212cd15-f6fd-43ee-9ee0-9c827d49b32f,462302.214,391587.09,4,391587.090000000000,97896.772500000000,7,1.75000000000000000000,1.3333333333333333
a790a279-40bd-46e5-9141-b9fee18d878d,461394.815266936,425896.306980599,55,425896.306980599000,7743.5692178290727273,92,1.67272727272727272727,18.3333333333333333
45d37550-0395-48a9-ac68-7bdef1fbdaed,461394.3347,379068.24,2,379068.240000000000,189534.120000000000,2,1.00000000000000000000,0.66666666666666666667
e5486b16-bfab-40a4-8f87-c881eece87b2,461034.961185192,455609.497830999,82,455609.497830999000,5556.2133881829146341,126,1.53658536585365853659,27.3333333333333333
37c94e23-f475-4945-a34d-3a3f2bd1c549,460749.211850176,364368.686101823,95,364368.686101823000,3835.4598537034000000,115,1.21052631578947368421,31.6666666666666667
f1746a31-ecee-43f9-adf7-6f796b964ed8,459841.093277,459887.898276596,4,459887.898276596000,114971.974569149000,24,6.00000000000000000000,1.3333333333333333
56209539-a841-4671-95c1-a1a67511c73f,457675.39340457,467938.832440145,215,467938.832440145000,2176.4596857681162791,157,0.73023255813953488372,71.6666666666666667
74af470c-90e8-4e0d-bc5a-a0db0a5c4396,457438.92496,457438.925,4,457438.925000000000,114359.731250000000,13,3.25000000000000000000,1.3333333333333333
27727ab5-1d38-49f9-a187-0216729f5852,457320,301319.99,2,301319.990000000000,150659.995000000000,3,1.50000000000000000000,0.66666666666666666667
0c5f0386-e8f6-4f20-a7c0-72ea661fefcd,457132.045418185,434466.381795386,110,434466.381795386000,3949.6943799580545455,72,0.65454545454545454545,36.6666666666666667
5b85ace1-592a-4092-81ee-cd3dd74ea6d4,456971.2431,334974.1631,8,334974.163100000000,41871.770387500000,16,2.00000000000000000000,2.6666666666666667
3dc9c0c2-88b9-480c-8d0c-f10e629f0c60,456264.5,179590.5,4,179590.500000000000,44897.625000000000,11,2.75000000000000000000,1.3333333333333333
09b34b21-9a00-4a19-aa11-2ba8097c61bc,456086.88,372135.94,6,372135.940000000000,62022.656666666667,3,0.50000000000000000000,2.0000000000000000
27db9c41-af0f-4334-bdd6-224fba80a82d,455639.03472087,455639.03472087,3,455639.034720870000,151879.678240290000,11,3.66666666666666666667,1.00000000000000000000
af738d60-2fb2-4a15-9f59-7c472952beb3,455400.4,455400.4,2,455400.400000000000,227700.200000000000,3,1.50000000000000000000,0.66666666666666666667
fe85cc7a-2917-4516-a8b9-ffa716176f20,455184,441655,2,441655.000000000000,220827.500000000000,2,1.00000000000000000000,0.66666666666666666667
841a98ed-7ce9-4387-8a53-774d8d94af8c,454718.725585784,405474.687909744,51,405474.687909744000,7950.4840766616470588,118,2.31372549019607843137,17.0000000000000000
f8ff1afb-d2aa-47d5-a40b-d4a9d3bfe308,454265.921,445396.421,3,445396.421000000000,148465.473666666667,10,3.33333333333333333333,1.00000000000000000000
72439380-5a7a-445e-8dfb-c362aa66d63b,453869.596526984,448101.82049865,41,448101.820498650000,10929.312695089024,50,1.21951219512195121951,13.6666666666666667
53e3dcef-4b61-475b-9607-36cf079384cc,453838.53,350880.34,8,350880.340000000000,43860.042500000000,20,2.50000000000000000000,2.6666666666666667
2c55dc1b-7110-4522-be60-aed1e461f3c2,452846.56,124703.74,3,124703.740000000000,41567.913333333333,4,1.33333333333333333333,1.00000000000000000000
9dd31e4b-53a9-4b18-9eeb-33da87d820eb,452538.555,493445.995,1,493445.995000000000,493445.995000000000,1,1.00000000000000000000,0.33333333333333333333
e8fe9d8a-794b-47e0-99ca-5e606e060845,452078.95,452240.5,6,452240.500000000000,75373.416666666667,34,5.66666666666666666667,2.0000000000000000
8db13e1e-22c1-4300-aaa1-eac2f79e28ab,451642.98,354902.98,5,354902.980000000000,70980.596000000000,10,2.00000000000000000000,1.6666666666666667
056cf948-04f8-4073-b8db-ce7e6b3fb428,451021.06,449315.06,6,449315.060000000000,74885.843333333333,16,2.66666666666666666667,2.0000000000000000
08afb029-c74c-4773-8ed3-ac1fc3289a9b,450480.883872643,440960.28630081,154,440960.286300810000,2863.3784824727922078,332,2.15584415584415584416,51.3333333333333333
b0d209fb-7e07-4b48-8a1d-99685100bd0c,450143.174621849,422144.774621848,5,422144.774621848000,84428.954924369600,18,3.60000000000000000000,1.6666666666666667
e916e3c8-c366-4b81-b600-ada98b6b1674,450005.01,415364.58,9,415364.580000000000,46151.620000000000,35,3.88888888888888888889,3.0000000000000000
290bb104-6ec5-4876-a6b7-59ba3de6d3b6,449747.61184146,434763.331841461,7,434763.331841461000,62109.047405923000,32,4.57142857142857142857,2.3333333333333333
573b0051-26c5-478b-bdce-386c97c80b88,448382.787359321,406412.090982321,6,406412.090982321000,67735.348497053500,38,6.33333333333333333333,2.0000000000000000
61cc260a-5401-4d1a-b76b-e8d2e76b7da0,447452.34,447452.34,8,447452.340000000000,55931.542500000000,3,0.37500000000000000000,2.6666666666666667
aa12ce53-b45c-4425-8840-308dbf9fabc6,446979.346561477,408821.047649281,158,408821.047649281000,2587.4749851220316456,202,1.27848101265822784810,52.6666666666666667
c49d35a8-503c-4aea-9b3f-166aebc5fbe2,446383.227908211,429256.324771901,101,429256.324771901000,4250.0626215039702970,40,0.39603960396039603960,33.6666666666666667
705f0c1f-bd00-4b40-b3cf-106d0609bf65,445657.52,370685.24,3,370685.240000000000,123561.746666666667,14,4.66666666666666666667,1.00000000000000000000
68833322-6725-43c8-ad66-0b3c02e6c405,445530.13808,413219.978,6,413219.978000000000,68869.996333333333,42,7.00000000000000000000,2.0000000000000000
1579b636-c042-4bca-ad79-bb3349ff3c3d,445145.7072936,441565.9207392,5,441565.920739200000,88313.184147840000,8,1.60000000000000000000,1.6666666666666667
27d47b24-9a2b-45da-87a5-ba39c7cedae5,445034.15,440280.39,4,440280.390000000000,110070.097500000000,12,3.00000000000000000000,1.3333333333333333
68a73a8e-b106-4f4b-a26c-5d7c2a4fb15c,444442.3537,434538.0668,48,434538.066800000000,9052.8763916666666667,26,0.54166666666666666667,16.0000000000000000
800b8da4-b8bc-49b1-9692-a1f5849f73ac,443892.11,247433.8,4,247433.800000000000,61858.450000000000,10,2.50000000000000000000,1.3333333333333333
0126fbca-1add-47b0-86cb-0023d06c70cc,443688.53,395989.01,5,395989.010000000000,79197.802000000000,9,1.80000000000000000000,1.6666666666666667
7702f33c-e5d7-4dad-a56d-4ec6b75e46a4,443383.50352038,203330.643333333,5,203330.643333333000,40666.128666666600,14,2.80000000000000000000,1.6666666666666667
497596fa-2120-4c0f-af7e-baf754df5c1d,443192.717647059,418656.717647059,7,418656.717647059000,59808.102521008429,17,2.42857142857142857143,2.3333333333333333
da383f0e-8ed6-4ea9-99da-2901ec5a2030,443108.85,432461.85,4,432461.850000000000,108115.462500000000,16,4.00000000000000000000,1.3333333333333333
25526918-1565-40e8-9ee5-401d1e69ad03,442757.52,396757.52,6,396757.520000000000,66126.253333333333,25,4.16666666666666666667,2.0000000000000000
2696a852-248e-4e54-85b7-efebc4dcbeee,439845.02,317160,4,317160.000000000000,79290.000000000000,5,1.25000000000000000000,1.3333333333333333
6b7302b4-a222-4b54-b66f-6d7a575bf023,438129.390784166,426357.192564963,245,426357.192564963000,1742.4028267957673469,184,0.75102040816326530612,81.6666666666666667
9b1b6161-9fe7-4c23-8b2a-1b5cb5c8c128,436403.28,365254.5,5,365254.500000000000,73050.900000000000,7,1.40000000000000000000,1.6666666666666667
2accb0d9-c48e-43ac-b956-595115fa524c,436044.73365176,417691.352851238,10,417691.352851238000,41769.135285123800,56,5.60000000000000000000,3.3333333333333333
c0f26363-ad84-4ba1-8762-c61090b86030,435672.7144,195972.738630918,1,195972.738630918000,195972.738630918000,12,12.00000000000000000000,0.33333333333333333333
228fdd0e-c03c-4cea-9655-a28e03564ac0,434767.2646,434767.2606,5,434767.260600000000,86953.452120000000,8,1.60000000000000000000,1.6666666666666667
a17deef3-c681-4865-a695-27fa2c33c968,434378.24,312717.23,6,312717.230000000000,52119.538333333333,12,2.00000000000000000000,2.0000000000000000
1a1e5466-ef84-4e62-9166-e1d4b5029c6e,434249.173493887,402216.442496664,151,402216.442496664000,2665.2343486534039735,114,0.75496688741721854305,50.3333333333333333
39a67378-d740-4171-bd01-b96ddff30529,433496.040784167,357698.806750357,32,357698.806750357000,11178.087710948656,28,0.87500000000000000000,10.6666666666666667
31defe53-508d-445a-8902-a2b8f014e8bc,433406.493949014,64033.62,2,64033.620000000000,32016.810000000000,8,4.00000000000000000000,0.66666666666666666667
010b8aa2-dc66-4a83-95b3-c071cead6ace,433143.391777227,402366.009993998,133,402366.009993998000,3025.3083458195338346,584,4.39097744360902255639,44.3333333333333333
72ef8282-1cb7-4bb5-9d80-9db238e02b31,432619.1,442849.35,2,442849.350000000000,221424.675000000000,2,1.00000000000000000000,0.66666666666666666667
1a022a8e-c03a-4120-93a7-698a0fb96a1e,431866.12,301807,2,301807.000000000000,150903.500000000000,4,2.00000000000000000000,0.66666666666666666667
f3e6d8c0-783a-4c44-983e-7e0e142486a6,431346,431346,4,431346.000000000000,107836.500000000000,5,1.25000000000000000000,1.3333333333333333
d20861ae-2d47-4100-9d09-c9ca0dd6e717,430282.8208,425687.4208,8,425687.420800000000,53210.927600000000,11,1.37500000000000000000,2.6666666666666667
c8d0f8d1-52f5-464c-95d3-a31732b574e3,429772.2739,429622.25,32,429622.250000000000,13425.695312500000,19,0.59375000000000000000,10.6666666666666667
cc06021f-61d4-4b4c-bd04-b2b7c731ec70,429410.538992,398867.7191,10,398867.719100000000,39886.771910000000,12,1.20000000000000000000,3.3333333333333333
7cf4203d-a0fa-477b-81f3-510c6b634d54,429233.759737655,355133.273184329,141,355133.273184329000,2521.1112942157092199,72,0.51063829787234042553,47.0000000000000000
0d04fbc9-f362-4ce3-be83-a832005949fa,428666.619217453,382445.617796975,35,382445.617796975000,10927.017651342143,35,1.00000000000000000000,11.6666666666666667
11382ee8-cbda-40ad-b33e-1b8f8648f841,428220,428220,1,428220.000000000000,428220.000000000000,3,3.00000000000000000000,0.33333333333333333333
8b0dde12-48bc-442e-97df-2f4ef15cafb0,428220,428220,1,428220.000000000000,428220.000000000000,3,3.00000000000000000000,0.33333333333333333333
0f95a882-7a47-4a20-8945-d2f3a1ed0450,428192.686002,333991.79,26,333991.790000000000,12845.838076923077,6,0.23076923076923076923,8.6666666666666667
07731626-8676-4543-85ee-f113846dfa1f,428155.76,422810.64,3,422810.640000000000,140936.880000000000,13,4.33333333333333333333,1.00000000000000000000
9ea12915-637d-48ca-ad9c-c8383bf4a2f0,427741.30195,423880.28,4,423880.280000000000,105970.070000000000,10,2.50000000000000000000,1.3333333333333333
0ed31aaa-1841-4dc2-8905-ecb512cd5d29,427023.5711,425821.6922,8,425821.692200000000,53227.711525000000,16,2.00000000000000000000,2.6666666666666667
2cde4ac3-916c-48e4-8c4a-982c5b882a32,426707.93,405556.54,3,405556.540000000000,135185.513333333333,34,11.33333333333333333333,1.00000000000000000000
9452b79a-5032-42b6-a06e-ce0a1b129da5,426704.908240291,415569.312865569,275,415569.312865569000,1512.5120005936181818,348,1.26545454545454545455,91.6666666666666667
ff197309-5998-4393-9b25-e3d8e10ac35f,426634.349493023,376055.487287173,35,376055.487287173000,10744.442493919229,48,1.37142857142857142857,11.6666666666666667
a14069ab-a0c2-4098-8514-b51253c29ccf,426249,126558.5,4,126558.500000000000,31639.625000000000,7,1.75000000000000000000,1.3333333333333333
209fb335-a50f-4e6f-bbda-063281d5d4a4,425514.34117734,413674.557227952,142,413674.557227952000,2914.7589241405070423,113,0.79577464788732394366,47.3333333333333333
eeff8fb3-2e7d-4c9d-b3b1-8f2cdaeb28e9,425220.3,425220.3,1,425220.300000000000,425220.300000000000,3,3.00000000000000000000,0.33333333333333333333
545224c9-51a8-4a8c-9fce-978830b4349a,424689.6,417732,6,417732.000000000000,69622.000000000000,4,0.66666666666666666667,2.0000000000000000
379487a2-e0e2-4ae6-a0ea-73dbf33a822e,424657.13,249348,3,249348.000000000000,83116.000000000000,4,1.33333333333333333333,1.00000000000000000000
48bd3c2d-c354-4329-b570-6a3ff84f8fbd,424448.318,415179.2,2,415179.200000000000,207589.600000000000,6,3.00000000000000000000,0.66666666666666666667
116e9d10-a829-42ad-91d8-6b65da9169f9,424183.572998056,332221.268160056,15,332221.268160056000,22148.084544003733,19,1.26666666666666666667,5.0000000000000000
5845df35-1391-49a5-b3d9-8736302fbe56,423596.28,423596.28,3,423596.280000000000,141198.760000000000,7,2.33333333333333333333,1.00000000000000000000
3af232cc-1957-49c0-9cb1-9a2017ed3c0a,423515.508221807,421643.328536941,50,421643.328536941000,8432.8665707388200000,44,0.88000000000000000000,16.6666666666666667
ac615a82-b04d-4421-a497-9f95940c3b09,423213.1,423213.09,3,423213.090000000000,141071.030000000000,8,2.66666666666666666667,1.00000000000000000000
4c7d2c4b-5868-4d19-9349-0c4eba973868,422738.77,208741.81,2,208741.810000000000,104370.905000000000,6,3.00000000000000000000,0.66666666666666666667
7d96987f-958d-445a-99eb-32cb78d89854,422000.25703,413391.56206,41,413391.562060000000,10083.0746843902439024,14,0.34146341463414634146,13.6666666666666667
1fa20ada-2f25-4b3d-8ea9-519eb9d40e8d,421740.452,421740.452,3,421740.452000000000,140580.150666666667,5,1.66666666666666666667,1.00000000000000000000
a375c34f-598d-4ca6-bd8a-323c9ef70296,420795.374875932,409620.547045044,38,409620.547045044000,10779.488080132737,45,1.18421052631578947368,12.6666666666666667
302986e4-d1a3-4b24-93e6-1ae66ed83148,420436.29,348665.3,9,348665.300000000000,38740.588888888889,38,4.22222222222222222222,3.0000000000000000
